City,State,Shape,Sight_day,Sight_month,Sight_time,Sight_date,Sight_weekday
Eldersburg,MD,Circle,4,7,22:30:00,2014-07-04,Sexta-feira
Glen Burnie,MD,Light,4,7,22:15:00,2014-07-04,Sexta-feira
Baltimore,MD,Light,4,7,21:48:00,2014-07-04,Sexta-feira
Damascus,MD,Circle,4,7,21:00:00,2014-07-04,Sexta-feira
Laurel,MD,Light,4,7,20:30:00,2014-07-04,Sexta-feira
Bel Air,MD,Light,4,7,00:30:00,2014-07-04,Sexta-feira
Jefferson,MD,Light,1,7,22:00:00,2014-07-01,Terça-feira
Cumberland,MD,Circle,30,8,23:55:00,2014-08-30,Sábado
Salisbury,MD,Triangle,30,8,20:48:00,2014-08-30,Sábado
Sykesville,MD,Sphere,29,8,23:20:00,2014-08-29,Sexta-feira
Linthicum,MD,Formation,28,8,05:10:00,2014-08-28,Quinta-feira
Sherwood,MD,Fireball,28,8,05:05:00,2014-08-28,Quinta-feira
Bethany Beach,MD,Formation,27,8,01:00:00,2014-08-27,Quarta-feira
Pasadena,MD,Rectangle,22,8,04:22:00,2014-08-22,Sexta-feira
Belcamp,MD,Light,18,8,05:00:00,2014-08-18,Segunda-feira
Sykesville,MD,Light,16,8,23:00:00,2014-08-16,Sábado
Takoma Park,MD,Fireball,15,8,21:40:00,2014-08-15,Sexta-feira
Hagerstown,MD,Fireball,9,8,23:00:00,2014-08-09,Sábado
Edgewood,MD,Light,3,8,23:00:00,2014-08-03,Domingo
Perry Hall,MD,Triangle,3,8,20:00:00,2014-08-03,Domingo
Salisbury,MD,Changing,3,8,14:00:00,2014-08-03,Domingo
Ocean City,MD,Circle,27,9,20:00:00,2014-09-27,Sábado
Linthicum,MD,Triangle,25,9,23:18:00,2014-09-25,Quinta-feira
Hancock,MD,Light,23,9,21:18:00,2014-09-23,Terça-feira
Frederick,MD,Light,23,9,21:00:00,2014-09-23,Terça-feira
Urbana,MD,Changing,22,9,21:00:00,2014-09-22,Segunda-feira
Silver Spring,MD,Light,20,9,23:50:00,2014-09-20,Sábado
Owings Mills,MD,Light,20,9,19:55:00,2014-09-20,Sábado
Lusby,MD,Flash,16,9,21:15:00,2014-09-16,Terça-feira
Hagerstown,MD,Sphere,13,9,22:00:00,2014-09-13,Sábado
Aberdeen,MD,Light,5,9,21:00:00,2014-09-05,Sexta-feira
Ellicott City,MD,Light,4,9,20:45:00,2014-09-04,Quinta-feira
Chesapeake Beach,MD,Circle,3,9,23:30:00,2014-09-03,Quarta-feira
Bowie,MD,Light,2,9,12:00:00,2014-09-02,Terça-feira
Columbia,MD,Light,1,9,21:15:00,2014-09-01,Segunda-feira
Glen Burnie,MD,Circle,31,10,18:30:00,2014-10-31,Sexta-feira
Silver Spring,MD,Disk,28,10,19:45:00,2014-10-28,Terça-feira
Saint Mary's City,MD,Light,28,10,01:30:00,2014-10-28,Terça-feira
Berlin,MD,Light,27,10,19:20:00,2014-10-27,Segunda-feira
Frederick,MD,Other,26,10,20:15:00,2014-10-26,Domingo
Frederick,MD,Fireball,25,10,18:30:00,2014-10-25,Sábado
Laurel,MD,Circle,24,10,07:30:00,2014-10-24,Sexta-feira
Burtonsville,MD,Sphere,24,10,00:05:00,2014-10-24,Sexta-feira
Waldorf,MD,Circle,12,10,02:30:00,2014-10-12,Domingo
Delmar,MD,Light,9,10,02:58:00,2014-10-09,Quinta-feira
Forest Hill,MD,Disk,6,10,16:30:00,2014-10-06,Segunda-feira
Snow Hill,MD,Light,2,10,20:00:00,2014-10-02,Quinta-feira
Waldorf,MD,Light,2,10,19:30:00,2014-10-02,Quinta-feira
Berlin,MD,Light,29,11,22:00:00,2014-11-29,Sábado
Hagerstown,MD,Sphere,26,11,23:29:00,2014-11-26,Quarta-feira
Hagerstown,MD,Changing,23,11,20:00:00,2014-11-23,Domingo
Odenton,MD,Light,22,11,04:00:00,2014-11-22,Sábado
Pasadena,MD,Formation,21,11,21:00:00,2014-11-21,Sexta-feira
Frederick,MD,Light,10,11,17:45:00,2014-11-10,Segunda-feira
Ijamsville,MD,Light,10,11,17:45:00,2014-11-10,Segunda-feira
Brunswick,MD,Light,9,11,15:50:00,2014-11-09,Domingo
Pasadena,MD,Disk,31,12,19:45:00,2014-12-31,Quarta-feira
Pasadena,MD,Disk,31,12,19:45:00,2014-12-31,Quarta-feira
Ellicott City (outside of),MD,Triangle,29,12,03:55:00,2014-12-29,Segunda-feira
Frederick,MD,Flash,27,12,05:00:00,2014-12-27,Sábado
Pasadena,MD,Formation,24,12,19:20:00,2014-12-24,Quarta-feira
Aberdeen,MD,Other,13,12,19:30:00,2014-12-13,Sábado
Annapolis,MD,Formation,13,12,17:30:00,2014-12-13,Sábado
Fort Detrick,MD,Fireball,3,12,20:30:00,2014-12-03,Quarta-feira
Owings Mills,MD,Fireball,3,12,20:25:00,2014-12-03,Quarta-feira
Pikesville,MD,Oval,17,1,03:27:00,2015-01-17,Sábado
Rising Sun,MD,Other,15,1,20:00:00,2015-01-15,Quinta-feira
Catonsvill,MD,Sphere,15,1,12:00:00,2015-01-15,Quinta-feira
Linthicum,MD,Other,13,1,16:20:00,2015-01-13,Terça-feira
Parole,MD,Rectangle,11,1,12:00:00,2015-01-11,Domingo
Freeland,MD,Triangle,10,1,19:30:00,2015-01-10,Sábado
Halethorpe,MD,Other,10,1,18:30:00,2015-01-10,Sábado
Silver Spring,MD,Light,10,1,17:45:00,2015-01-10,Sábado
Frederick,MD,Light,5,1,06:40:00,2015-01-05,Segunda-feira
Frederick,MD,Formation,6,2,05:00:00,2015-02-06,Sexta-feira
Hanover,MD,Fireball,29,3,03:00:00,2015-03-29,Domingo
Hunt Valley,MD,Fireball,20,3,22:30:00,2015-03-20,Sexta-feira
Lexington Park,MD,Triangle,12,3,23:40:00,2015-03-12,Quinta-feira
Baltimore,MD,Fireball,12,3,22:00:00,2015-03-12,Quinta-feira
Baltimore,MD,Formation,12,3,21:30:00,2015-03-12,Quinta-feira
Hagerstown,MD,Changing,11,3,22:00:00,2015-03-11,Quarta-feira
Rockville,MD,Fireball,11,3,21:49:00,2015-03-11,Quarta-feira
Baltimore,MD,Changing,11,3,16:00:00,2015-03-11,Quarta-feira
Hagerstown,MD,Light,24,4,21:45:00,2015-04-24,Sexta-feira
Owings Mills,MD,Sphere,17,4,23:00:00,2015-04-17,Sexta-feira
Whitemarsh,MD,Fireball,10,4,21:35:00,2015-04-10,Sexta-feira
"Stevensville/Washington, D.C.",MD,Oval,5,4,14:00:00,2015-04-05,Domingo
Essex,MD,Circle,4,4,21:00:00,2015-04-04,Sábado
Clements,MD,Other,4,4,09:16:00,2015-04-04,Sábado
Hanover,MD,Triangle,2,4,22:00:00,2015-04-02,Quinta-feira
Nottingham (just east of Baltimore),MD,Formation,30,5,22:30:00,2015-05-30,Sábado
Parkville,MD,Light,30,5,21:40:00,2015-05-30,Sábado
Damascus,MD,Light,29,5,21:30:00,2015-05-29,Sexta-feira
Myersville,MD,Light,26,5,21:00:00,2015-05-26,Terça-feira
Baltimore,MD,Cigar,15,5,12:00:00,2015-05-15,Sexta-feira
Baltimore,MD,Cigar,15,5,08:00:00,2015-05-15,Sexta-feira
Baltimore,MD,Cigar,13,5,08:15:00,2015-05-13,Quarta-feira
Salisbury,MD,Light,7,5,21:40:00,2015-05-07,Quinta-feira
Fallston,MD,Other,7,5,18:30:00,2015-05-07,Quinta-feira
Columbia/Savage,MD,Triangle,1,5,23:45:00,2015-05-01,Sexta-feira
Herald Harbor,MD,Other,29,6,04:30:00,2015-06-29,Segunda-feira
California,MD,Light,17,6,22:30:00,2015-06-17,Quarta-feira
Towson,MD,Circle,6,6,22:40:00,2015-06-06,Sábado
Berlin,MD,Light,30,7,03:00:00,2015-07-30,Quinta-feira
Derwood,MD,Cigar,23,7,20:00:00,2015-07-23,Quinta-feira
Towson,MD,Fireball,18,7,21:16:00,2015-07-18,Sábado
Hagerstown,MD,Sphere,16,7,22:10:00,2015-07-16,Quinta-feira
Frostburg,MD,Circle,4,7,23:18:00,2015-07-04,Sábado
Myersville,MD,Circle,4,7,22:15:00,2015-07-04,Sábado
Sykesville,MD,Fireball,4,7,21:00:00,2015-07-04,Sábado
Laurel,MD,Light,1,7,22:45:00,2015-07-01,Quarta-feira
Delmar,MD,Circle,26,8,21:00:00,2015-08-26,Quarta-feira
Potomac,MD,Oval,26,8,07:35:00,2015-08-26,Quarta-feira
Annapolis,MD,Other,26,8,02:00:00,2015-08-26,Quarta-feira
Ocean City,MD,Light,16,8,22:30:00,2015-08-16,Domingo
Belcamp,MD,Light,15,8,23:10:00,2015-08-15,Sábado
Westminster,MD,Fireball,15,8,23:10:00,2015-08-15,Sábado
Joppa,MD,Other,15,8,09:30:00,2015-08-15,Sábado
Essex,MD,Oval,5,8,01:00:00,2015-08-05,Quarta-feira
Gamrbrills,MD,Light,1,8,22:15:00,2015-08-01,Sábado
Baltimore,MD,Triangle,17,9,20:56:00,2015-09-17,Quinta-feira
Frostburg,MD,Changing,17,9,19:15:00,2015-09-17,Quinta-feira
Cheverly,MD,Light,17,9,02:15:00,2015-09-17,Quinta-feira
Annapolis,MD,Disk,14,9,14:50:00,2015-09-14,Segunda-feira
La Plata,MD,Light,11,9,22:00:00,2015-09-11,Sexta-feira
Taneytown,MD,Circle,6,9,20:45:00,2015-09-06,Domingo
"Frostburg, Lavale",MD,Light,29,10,05:30:00,2015-10-29,Quinta-feira
Lexington Park,MD,Light,25,10,20:50:00,2015-10-25,Domingo
Silver Spring,MD,Circle,25,10,19:30:00,2015-10-25,Domingo
Glen Burnie,MD,Sphere,24,10,23:15:00,2015-10-24,Sábado
Dayton,MD,Circle,24,10,19:10:00,2015-10-24,Sábado
Brinklow,MD,Oval,24,10,07:00:00,2015-10-24,Sábado
Ellicott City,MD,Formation,23,10,18:15:00,2015-10-23,Sexta-feira
Towson,MD,Oval,23,10,13:45:00,2015-10-23,Sexta-feira
Silver Spring,MD,Triangle,23,10,08:25:00,2015-10-23,Sexta-feira
Hagerstown,MD,Oval,22,10,20:30:00,2015-10-22,Quinta-feira
Parkton,MD,Oval,20,10,07:14:00,2015-10-20,Terça-feira
Timonium,MD,Oval,19,10,14:40:00,2015-10-19,Segunda-feira
Baltimore,MD,Flash,15,10,22:00:00,2015-10-15,Quinta-feira
Germantown,MD,Circle,15,10,20:25:00,2015-10-15,Quinta-feira
Stevensville,MD,Flash,10,10,23:20:00,2015-10-10,Sábado
Marriottsville,MD,Rectangle,7,10,18:30:00,2015-10-07,Quarta-feira
Crofton,MD,Circle,6,10,15:30:00,2015-10-06,Terça-feira
Baltimore,MD,Other,5,10,11:00:00,2015-10-05,Segunda-feira
Annapolis,MD,Formation,2,10,19:15:00,2015-10-02,Sexta-feira
Capitol Heights,MD,Circle,25,11,01:00:00,2015-11-25,Quarta-feira
Dundalk,MD,Light,23,11,20:00:00,2015-11-23,Segunda-feira
Ocean City,MD,Light,13,11,20:00:00,2015-11-13,Sexta-feira
Baltimore,MD,Circle,12,11,16:34:00,2015-11-12,Quinta-feira
Towson,MD,Sphere,9,11,15:00:00,2015-11-09,Segunda-feira
Rockvile,MD,Circle,8,11,21:08:00,2015-11-08,Domingo
Towson,MD,Formation,7,11,00:00:00,2015-11-07,Sábado
Hagerstown,MD,Circle,2,11,16:00:00,2015-11-02,Segunda-feira
Preston,MD,Triangle,14,12,01:00:00,2015-12-14,Segunda-feira
Aberdeen,MD,Rectangle,12,12,22:30:00,2015-12-12,Sábado
Jefferson,MD,Circle,4,12,16:25:00,2015-12-04,Sexta-feira
Westminster,MD,Fireball,3,12,20:12:00,2015-12-03,Quinta-feira
Baltimore,MD,Triangle,31,1,15:00:00,2016-01-31,Domingo
La Plata,MD,Fireball,30,1,18:30:00,2016-01-30,Sábado
Rockville,MD,Other,30,1,14:30:00,2016-01-30,Sábado
Baltimore (West Hampden),MD,Triangle,29,1,22:45:00,2016-01-29,Sexta-feira
Damascus,MD,Light,24,1,01:00:00,2016-01-24,Domingo
Joppatown,MD,Other,17,1,11:47:00,2016-01-17,Domingo
Morganza,MD,Light,15,1,22:30:00,2016-01-15,Sexta-feira
I-495 North (driving on),MD,Triangle,14,1,18:45:00,2016-01-14,Quinta-feira
Denton,MD,Light,11,1,19:30:00,2016-01-11,Segunda-feira
Annapolis,MD,Disk,2,1,16:30:00,2016-01-02,Sábado
Joppatowne,MD,Circle,1,1,00:15:00,2016-01-01,Sexta-feira
Baltimore,MD,Oval,21,2,15:15:00,2016-02-21,Domingo
Towson,MD,Fireball,20,2,17:50:00,2016-02-20,Sábado
"Washington, D.C. & Baltimore (between; on I-295)",MD,Triangle,8,2,18:30:00,2016-02-08,Segunda-feira
Baltimore,MD,Triangle,2,2,18:00:00,2016-02-02,Terça-feira
White Plains,MD,Light,26,3,21:55:00,2016-03-26,Sábado
Baltimore,MD,Oval,26,3,20:30:00,2016-03-26,Sábado
Baltimore,MD,Oval,22,3,03:15:00,2016-03-22,Terça-feira
Westminster,MD,Circle,21,3,23:55:00,2016-03-21,Segunda-feira
Elkridge,MD,Sphere,11,3,23:30:00,2016-03-11,Sexta-feira
Denton,MD,Oval,9,3,14:30:00,2016-03-09,Quarta-feira
Silver Spring,MD,Triangle,9,3,06:00:00,2016-03-09,Quarta-feira
Bel Air,MD,Triangle,8,3,19:20:00,2016-03-08,Terça-feira
Greenbelt,MD,Light,7,3,01:00:00,2016-03-07,Segunda-feira
Hagerstown,MD,Oval,2,3,19:30:00,2016-03-02,Quarta-feira
Hagerstown,MD,Other,3,4,10:20:00,2016-04-03,Domingo
Montgomery village,MD,Light,28,5,22:00:00,2016-05-28,Sábado
Salisbury,MD,Light,19,5,20:45:00,2016-05-19,Quinta-feira
Urbana,MD,Light,7,5,21:00:00,2016-05-07,Sábado
Aberdeen,MD,Fireball,20,6,21:00:00,2016-06-20,Segunda-feira
Silver Spring,MD,Circle,19,6,14:00:00,2016-06-19,Domingo
Ocean City,MD,Sphere,18,6,14:00:00,2016-06-18,Sábado
Germantown,MD,Triangle,31,7,15:30:00,2016-07-31,Domingo
Severna Park,MD,Other,24,7,00:00:00,2016-07-24,Domingo
Ocean City,MD,Fireball,21,7,22:00:00,2016-07-21,Quinta-feira
Severn,MD,Circle,17,7,01:00:00,2016-07-17,Domingo
Owings Mills,MD,Circle,10,7,22:45:00,2016-07-10,Domingo
Frederick,MD,Triangle,10,7,21:50:00,2016-07-10,Domingo
Columbia,MD,Formation,3,7,19:10:00,2016-07-03,Domingo
Easton,MD,Disk,29,8,22:00:00,2016-08-29,Segunda-feira
Laplata,MD,Circle,26,8,20:45:00,2016-08-26,Sexta-feira
Mt. Airy,MD,Fireball,24,8,01:10:00,2016-08-24,Quarta-feira
Ocean City,MD,Formation,23,8,21:40:00,2016-08-23,Terça-feira
Curtis Bau,MD,Circle,19,8,21:45:00,2016-08-19,Sexta-feira
Ocean City,MD,Other,11,8,22:01:00,2016-08-11,Quinta-feira
District Heights,MD,Oval,10,8,18:30:00,2016-08-10,Quarta-feira
Ocean City,MD,Circle,8,8,06:20:00,2016-08-08,Segunda-feira
College Park,MD,Triangle,7,8,04:09:00,2016-08-07,Domingo
Rosedale,MD,Flash,4,8,02:00:00,2016-08-04,Quinta-feira
Brandywine,MD,Triangle,25,9,12:00:00,2016-09-25,Domingo
Preston,MD,Light,17,9,20:00:00,2016-09-17,Sábado
Cumberland,MD,Light,16,9,21:40:00,2016-09-16,Sexta-feira
Baltimore,MD,Fireball,15,9,19:45:00,2016-09-15,Quinta-feira
Dundalk,MD,Fireball,6,9,19:45:00,2016-09-06,Terça-feira
Oxon Hill,MD,Triangle,3,9,02:00:00,2016-09-03,Sábado
Baltimore City,MD,Fireball,23,10,19:45:00,2016-10-23,Domingo
Dickerson,MD,Light,23,10,06:30:00,2016-10-23,Domingo
Forrestville,MD,Light,21,10,23:00:00,2016-10-21,Sexta-feira
Brunswick,MD,Oval,21,10,18:30:00,2016-10-21,Sexta-feira
Fort Washington,MD,Other,18,10,00:18:00,2016-10-18,Terça-feira
Baltimore,MD,Light,17,10,21:30:00,2016-10-17,Segunda-feira
Columbia,MD,Disk,10,10,13:56:00,2016-10-10,Segunda-feira
Fort Washington,MD,Fireball,4,10,22:46:00,2016-10-04,Terça-feira
Boonsboro,MD,Fireball,4,10,22:37:00,2016-10-04,Terça-feira
Havre de Grace,MD,Circle,1,10,20:10:00,2016-10-01,Sábado
Annapolis,MD,Light,24,11,21:45:00,2016-11-24,Quinta-feira
Monrovia,MD,Light,24,11,17:45:00,2016-11-24,Quinta-feira
Chesapeake Bay (above; south of Annapolis),MD,Triangle,13,11,21:00:00,2016-11-13,Domingo
Wheaton,MD,Fireball,13,11,16:50:00,2016-11-13,Domingo
Baltimore,MD,Flash,12,11,21:00:00,2016-11-12,Sábado
New Market,MD,Changing,12,11,20:55:00,2016-11-12,Sábado
Bethesda,MD,Fireball,12,11,15:41:00,2016-11-12,Sábado
Silver Spring,MD,Light,8,11,20:00:00,2016-11-08,Terça-feira
Bethesda,MD,Fireball,5,11,18:10:00,2016-11-05,Sábado
Hampstead,MD,Fireball,5,11,18:00:00,2016-11-05,Sábado
Elkton,MD,Light,5,11,17:00:00,2016-11-05,Sábado
Elkton,MD,Light,28,12,19:20:00,2016-12-28,Quarta-feira
Fort Meade,MD,Triangle,21,12,21:00:00,2016-12-21,Quarta-feira
Hagerstown,MD,Fireball,12,12,21:30:00,2016-12-12,Segunda-feira
Brinklow,MD,Circle,4,12,18:15:00,2016-12-04,Domingo
Severn,MD,Light,4,12,17:30:00,2016-12-04,Domingo
Rockville,MD,Oval,3,12,18:00:00,2016-12-03,Sábado
Catonsville,MD,Changing,30,1,07:00:00,2017-01-30,Segunda-feira
Potomac,MD,Light,27,1,07:00:00,2017-01-27,Sexta-feira
Towson,MD,Cigar,26,1,18:54:00,2017-01-26,Quinta-feira
Germantown,MD,Rectangle,25,1,20:00:00,2017-01-25,Quarta-feira
Baltimore,MD,Light,16,1,17:45:00,2017-01-16,Segunda-feira
District Heights,MD,Formation,5,1,20:00:00,2017-01-05,Quinta-feira
Owings Mills,MD,Circle,1,1,19:05:00,2017-01-01,Domingo
Abingdon,MD,Sphere,23,2,12:00:00,2017-02-23,Quinta-feira
